datetime,hour,day_of_week,is_weekend,route_id,location,weather,rain,traffic_level,is_holiday,previous_passenger_count,passenger_count
2026-01-15 08:00,8,3,0,120,Negombo,Rain,1,High,0,243,172
2026-01-15 09:00,9,3,0,101,Dehiwala,Clear,0,High,0,172,139
2026-01-15 10:00,10,3,0,138,Colombo,Cloudy,0,Medium,0,139,74
2026-01-15 11:00,11,3,0,100,Kandy,Rain,1,Medium,0,74,79
2026-01-15 12:00,12,3,0,100,Dehiwala,Cloudy,0,Medium,0,79,86
2026-01-15 13:00,13,3,0,100,Dehiwala,Clear,0,Medium,0,86,100
2026-01-15 14:00,14,3,0,138,Dehiwala,Clear,0,Medium,0,100,88
2026-01-15 15:00,15,3,0,120,Moratuwa,Rain,1,Medium,0,88,84
2026-01-15 16:00,16,3,0,176,Colombo,Clear,0,High,0,84,122
2026-01-15 17:00,17,3,0,176,Colombo,Clear,0,High,0,122,173
2026-01-15 18:00,18,3,0,176,Colombo,Rain,1,High,0,173,157
2026-01-15 19:00,19,3,0,100,Kandy,Clear,0,High,0,157,129
2026-01-15 20:00,20,3,0,138,Kandy,Cloudy,0,Low,0,129,77
2026-01-15 21:00,21,3,0,120,Kandy,Clear,0,Low,0,77,46
2026-01-15 22:00,22,3,0,101,Moratuwa,Clear,0,Low,0,46,40
2026-01-15 23:00,23,3,0,101,Moratuwa,Rain,1,Low,1,40,61
2026-01-16 00:00,0,4,0,120,Moratuwa,Cloudy,0,Low,0,61,69
2026-01-16 01:00,1,4,0,100,Colombo,Clear,0,Low,0,69,72
2026-01-16 02:00,2,4,0,100,Kandy,Cloudy,0,Low,0,72,51
2026-01-16 03:00,3,4,0,138,Moratuwa,Clear,0,Low,0,51,68
2026-01-16 04:00,4,4,0,176,Negombo,Rain,1,Low,0,68,50
2026-01-16 05:00,5,4,0,100,Kandy,Rain,1,Low,0,50,53
2026-01-16 06:00,6,4,0,100,Negombo,Rain,1,High,0,53,264
2026-01-16 07:00,7,4,0,100,Kandy,Clear,0,High,0,264,194
2026-01-16 08:00,8,4,0,120,Dehiwala,Cloudy,0,High,0,194,147
2026-01-16 09:00,9,4,0,138,Dehiwala,Clear,0,High,0,147,218
2026-01-16 10:00,10,4,0,138,Kandy,Clear,0,Medium,0,218,85
2026-01-16 11:00,11,4,0,100,Kandy,Clear,0,Medium,0,85,82
2026-01-16 12:00,12,4,0,138,Colombo,Clear,0,Medium,0,82,88
2026-01-16 13:00,13,4,0,138,Dehiwala,Clear,0,Medium,0,88,92
2026-01-16 14:00,14,4,0,120,Kandy,Clear,0,Medium,0,92,75
2026-01-16 15:00,15,4,0,101,Colombo,Rain,1,Medium,0,75,74
2026-01-16 16:00,16,4,0,120,Colombo,Clear,0,High,0,74,194
2026-01-16 17:00,17,4,0,101,Colombo,Clear,0,High,0,194,140
2026-01-16 18:00,18,4,0,176,Kandy,Cloudy,0,High,0,140,170
2026-01-16 19:00,19,4,0,138,Negombo,Cloudy,0,High,0,170,154
2026-01-16 20:00,20,4,0,101,Dehiwala,Rain,1,Low,0,154,33
2026-01-16 21:00,21,4,0,138,Negombo,Rain,1,Low,0,33,57
2026-01-16 22:00,22,4,0,176,Negombo,Cloudy,0,Low,0,57,75
2026-01-16 23:00,23,4,0,176,Kandy,Clear,0,Low,0,75,29
2026-01-17 00:00,0,5,1,138,Colombo,Clear,0,Low,0,29,66
2026-01-17 01:00,1,5,1,120,Negombo,Clear,0,Low,0,66,53
2026-01-17 02:00,2,5,1,120,Negombo,Clear,0,Low,0,53,33
2026-01-17 03:00,3,5,1,138,Colombo,Clear,0,Low,0,33,61
2026-01-17 04:00,4,5,1,100,Dehiwala,Rain,1,Low,0,61,56
2026-01-17 05:00,5,5,1,120,Colombo,Clear,0,Low,0,56,60
2026-01-17 06:00,6,5,1,176,Moratuwa,Clear,0,High,1,60,118
2026-01-17 07:00,7,5,1,101,Colombo,Clear,0,High,0,118,130
2026-01-17 08:00,8,5,1,101,Negombo,Rain,1,High,0,130,126
2026-01-17 09:00,9,5,1,138,Moratuwa,Rain,1,High,0,126,124
2026-01-17 10:00,10,5,1,100,Dehiwala,Clear,0,Medium,0,124,42
2026-01-17 11:00,11,5,1,176,Dehiwala,Cloudy,0,Medium,0,42,61
2026-01-17 12:00,12,5,1,101,Negombo,Clear,0,Medium,0,61,88
2026-01-17 13:00,13,5,1,176,Kandy,Rain,1,Medium,0,88,88
2026-01-17 14:00,14,5,1,120,Dehiwala,Clear,0,Medium,0,88,82
2026-01-17 15:00,15,5,1,120,Dehiwala,Rain,1,Medium,0,82,55
2026-01-17 16:00,16,5,1,138,Kandy,Cloudy,0,High,0,55,133
2026-01-17 17:00,17,5,1,120,Colombo,Clear,0,High,0,133,124
2026-01-17 18:00,18,5,1,138,Negombo,Cloudy,0,High,0,124,133
2026-01-17 19:00,19,5,1,138,Moratuwa,Clear,0,High,0,133,153
2026-01-17 20:00,20,5,1,100,Moratuwa,Clear,0,Low,0,153,68
2026-01-17 21:00,21,5,1,138,Negombo,Clear,0,Low,1,68,28
2026-01-17 22:00,22,5,1,120,Dehiwala,Rain,1,Low,0,28,64
2026-01-17 23:00,23,5,1,100,Kandy,Cloudy,0,Low,0,64,24
2026-01-18 00:00,0,6,1,176,Dehiwala,Rain,1,Low,0,24,80
2026-01-18 01:00,1,6,1,120,Dehiwala,Clear,0,Low,0,80,46
2026-01-18 02:00,2,6,1,138,Kandy,Clear,0,Low,0,46,63
2026-01-18 03:00,3,6,1,101,Moratuwa,Clear,0,Low,0,63,33
2026-01-18 04:00,4,6,1,176,Dehiwala,Cloudy,0,Low,0,33,60
2026-01-18 05:00,5,6,1,138,Moratuwa,Clear,0,Low,0,60,68
2026-01-18 06:00,6,6,1,138,Kandy,Cloudy,0,High,0,68,166
2026-01-18 07:00,7,6,1,120,Dehiwala,Cloudy,0,High,0,166,168
2026-01-18 08:00,8,6,1,176,Dehiwala,Clear,0,High,0,168,107
2026-01-18 09:00,9,6,1,176,Kandy,Rain,1,High,0,107,144
2026-01-18 10:00,10,6,1,138,Colombo,Cloudy,0,Medium,0,144,59
2026-01-18 11:00,11,6,1,101,Moratuwa,Clear,0,Medium,0,59,88
2026-01-18 12:00,12,6,1,101,Negombo,Cloudy,0,Medium,0,88,80
2026-01-18 13:00,13,6,1,101,Colombo,Clear,0,Medium,0,80,61
2026-01-18 14:00,14,6,1,176,Dehiwala,Cloudy,0,Medium,0,61,86
2026-01-18 15:00,15,6,1,138,Colombo,Clear,0,Medium,0,86,63
2026-01-18 16:00,16,6,1,138,Dehiwala,Clear,0,High,0,63,171
2026-01-18 17:00,17,6,1,138,Kandy,Cloudy,0,High,0,171,128
2026-01-18 18:00,18,6,1,101,Kandy,Clear,0,High,0,128,164
2026-01-18 19:00,19,6,1,138,Moratuwa,Rain,1,High,0,164,131
2026-01-18 20:00,20,6,1,100,Moratuwa,Clear,0,Low,0,131,46
2026-01-18 21:00,21,6,1,100,Moratuwa,Cloudy,0,Low,0,46,56
2026-01-18 22:00,22,6,1,100,Colombo,Clear,0,Low,1,56,36
2026-01-18 23:00,23,6,1,176,Moratuwa,Clear,0,Low,0,36,43
2026-01-19 00:00,0,0,0,176,Kandy,Cloudy,0,Low,0,43,63
2026-01-19 01:00,1,0,0,138,Moratuwa,Rain,1,Low,0,63,66
2026-01-19 02:00,2,0,0,120,Colombo,Clear,0,Low,0,66,44
2026-01-19 03:00,3,0,0,100,Colombo,Cloudy,0,Low,0,44,38
2026-01-19 04:00,4,0,0,138,Colombo,Clear,0,Low,0,38,76
2026-01-19 05:00,5,0,0,120,Negombo,Clear,0,Low,0,76,69
2026-01-19 06:00,6,0,0,120,Colombo,Cloudy,0,High,1,69,89
2026-01-19 07:00,7,0,0,101,Moratuwa,Cloudy,0,High,0,89,223
2026-01-19 08:00,8,0,0,101,Moratuwa,Clear,0,High,0,223,111
2026-01-19 09:00,9,0,0,120,Colombo,Clear,0,High,0,111,198
2026-01-19 10:00,10,0,0,138,Negombo,Rain,1,Medium,0,198,83
2026-01-19 11:00,11,0,0,176,Moratuwa,Cloudy,0,Medium,0,83,70
2026-01-19 12:00,12,0,0,100,Dehiwala,Cloudy,0,Medium,0,70,92
2026-01-19 13:00,13,0,0,138,Colombo,Cloudy,0,Medium,0,92,114
2026-01-19 14:00,14,0,0,120,Moratuwa,Clear,0,Medium,0,114,116
2026-01-19 15:00,15,0,0,120,Kandy,Rain,1,Medium,0,116,123
2026-01-19 16:00,16,0,0,120,Moratuwa,Clear,0,High,0,123,198
2026-01-19 17:00,17,0,0,120,Negombo,Clear,0,High,0,198,142
2026-01-19 18:00,18,0,0,176,Moratuwa,Clear,0,High,1,142,102
2026-01-19 19:00,19,0,0,100,Kandy,Clear,0,High,0,102,168
2026-01-19 20:00,20,0,0,176,Kandy,Cloudy,0,Low,0,168,32
2026-01-19 21:00,21,0,0,100,Moratuwa,Cloudy,0,Low,0,32,24
2026-01-19 22:00,22,0,0,100,Dehiwala,Cloudy,0,Low,0,24,42
2026-01-19 23:00,23,0,0,100,Moratuwa,Clear,0,Low,0,42,50
2026-01-20 00:00,0,1,0,100,Kandy,Cloudy,0,Low,0,50,76
2026-01-20 01:00,1,1,0,176,Negombo,Cloudy,0,Low,0,76,51
2026-01-20 02:00,2,1,0,100,Moratuwa,Clear,0,Low,0,51,30
2026-01-20 03:00,3,1,0,120,Negombo,Clear,0,Low,0,30,40
2026-01-20 04:00,4,1,0,176,Colombo,Cloudy,0,Low,0,40,82
2026-01-20 05:00,5,1,0,101,Negombo,Clear,0,Low,0,82,44
2026-01-20 06:00,6,1,0,101,Negombo,Cloudy,0,High,0,44,134
2026-01-20 07:00,7,1,0,100,Colombo,Clear,0,High,0,134,205
2026-01-20 08:00,8,1,0,176,Moratuwa,Cloudy,0,High,0,205,206
2026-01-20 09:00,9,1,0,101,Colombo,Clear,0,High,0,206,185
2026-01-20 10:00,10,1,0,101,Dehiwala,Clear,0,Medium,0,185,67
2026-01-20 11:00,11,1,0,138,Dehiwala,Clear,0,Medium,0,67,104
2026-01-20 12:00,12,1,0,176,Dehiwala,Clear,0,Medium,1,104,56
2026-01-20 13:00,13,1,0,120,Kandy,Rain,1,Medium,0,56,130
2026-01-20 14:00,14,1,0,176,Colombo,Cloudy,0,Medium,0,130,96
2026-01-20 15:00,15,1,0,100,Colombo,Cloudy,0,Medium,0,96,71
2026-01-20 16:00,16,1,0,100,Dehiwala,Clear,0,High,0,71,187
2026-01-20 17:00,17,1,0,138,Negombo,Clear,0,High,1,187,98
2026-01-20 18:00,18,1,0,138,Kandy,Rain,1,High,0,98,265
2026-01-20 19:00,19,1,0,101,Kandy,Clear,0,High,0,265,194
2026-01-20 20:00,20,1,0,120,Colombo,Rain,1,Low,0,194,85
2026-01-20 21:00,21,1,0,138,Moratuwa,Cloudy,0,Low,0,85,51
2026-01-20 22:00,22,1,0,101,Moratuwa,Cloudy,0,Low,0,51,69
2026-01-20 23:00,23,1,0,120,Moratuwa,Cloudy,0,Low,0,69,43
2026-01-21 00:00,0,2,0,120,Colombo,Clear,0,Low,0,43,37
2026-01-21 01:00,1,2,0,138,Dehiwala,Clear,0,Low,0,37,41
2026-01-21 02:00,2,2,0,100,Kandy,Clear,0,Low,0,41,59
2026-01-21 03:00,3,2,0,120,Moratuwa,Cloudy,0,Low,0,59,75
2026-01-21 04:00,4,2,0,100,Moratuwa,Clear,0,Low,0,75,42
2026-01-21 05:00,5,2,0,176,Dehiwala,Clear,0,Low,0,42,68
2026-01-21 06:00,6,2,0,120,Dehiwala,Cloudy,0,High,0,68,160
2026-01-21 07:00,7,2,0,138,Kandy,Clear,0,High,0,160,139
2026-01-21 08:00,8,2,0,101,Negombo,Clear,0,High,0,139,152
2026-01-21 09:00,9,2,0,101,Negombo,Clear,0,High,0,152,143
2026-01-21 10:00,10,2,0,120,Kandy,Clear,0,Medium,0,143,66
2026-01-21 11:00,11,2,0,120,Negombo,Cloudy,0,Medium,0,66,63
2026-01-21 12:00,12,2,0,100,Kandy,Clear,0,Medium,0,63,109
2026-01-21 13:00,13,2,0,100,Dehiwala,Cloudy,0,Medium,0,109,88
2026-01-21 14:00,14,2,0,138,Negombo,Cloudy,0,Medium,0,88,70
2026-01-21 15:00,15,2,0,176,Negombo,Rain,1,Medium,0,70,122
2026-01-21 16:00,16,2,0,138,Kandy,Clear,0,High,0,122,186
2026-01-21 17:00,17,2,0,101,Colombo,Clear,0,High,0,186,211
2026-01-21 18:00,18,2,0,138,Kandy,Clear,0,High,0,211,229
2026-01-21 19:00,19,2,0,100,Moratuwa,Rain,1,High,0,229,174
2026-01-21 20:00,20,2,0,176,Negombo,Cloudy,0,Low,0,174,60
2026-01-21 21:00,21,2,0,176,Moratuwa,Rain,1,Low,0,60,80
2026-01-21 22:00,22,2,0,138,Colombo,Clear,0,Low,0,80,37
2026-01-21 23:00,23,2,0,101,Kandy,Rain,1,Low,0,37,76
2026-01-22 00:00,0,3,0,176,Negombo,Clear,0,Low,0,76,35
2026-01-22 01:00,1,3,0,176,Kandy,Clear,0,Low,0,35,72
2026-01-22 02:00,2,3,0,176,Dehiwala,Rain,1,Low,0,72,91
2026-01-22 03:00,3,3,0,176,Kandy,Rain,1,Low,0,91,38
2026-01-22 04:00,4,3,0,101,Negombo,Rain,1,Low,0,38,59
2026-01-22 05:00,5,3,0,101,Kandy,Cloudy,0,Low,0,59,69
2026-01-22 06:00,6,3,0,101,Negombo,Cloudy,0,High,0,69,141
2026-01-22 07:00,7,3,0,138,Moratuwa,Rain,1,High,0,141,247
2026-01-22 08:00,8,3,0,120,Moratuwa,Rain,1,High,0,247,165
2026-01-22 09:00,9,3,0,101,Negombo,Clear,0,High,0,165,146
2026-01-22 10:00,10,3,0,100,Dehiwala,Clear,0,Medium,0,146,111
2026-01-22 11:00,11,3,0,138,Negombo,Clear,0,Medium,0,111,100
2026-01-22 12:00,12,3,0,100,Kandy,Clear,0,Medium,0,100,76
2026-01-22 13:00,13,3,0,176,Kandy,Cloudy,0,Medium,0,76,108
2026-01-22 14:00,14,3,0,138,Kandy,Clear,0,Medium,0,108,80
2026-01-22 15:00,15,3,0,176,Dehiwala,Rain,1,Medium,0,80,90
2026-01-22 16:00,16,3,0,138,Kandy,Clear,0,High,0,90,131
2026-01-22 17:00,17,3,0,101,Negombo,Cloudy,0,High,0,131,226
2026-01-22 18:00,18,3,0,100,Negombo,Cloudy,0,High,0,226,213
2026-01-22 19:00,19,3,0,176,Colombo,Clear,0,High,0,213,214
2026-01-22 20:00,20,3,0,138,Kandy,Rain,1,Low,0,214,69
2026-01-22 21:00,21,3,0,100,Dehiwala,Clear,0,Low,0,69,52
2026-01-22 22:00,22,3,0,120,Negombo,Clear,0,Low,0,52,43
2026-01-22 23:00,23,3,0,101,Dehiwala,Cloudy,0,Low,0,43,47
2026-01-23 00:00,0,4,0,100,Colombo,Cloudy,0,Low,0,47,50
2026-01-23 01:00,1,4,0,138,Dehiwala,Clear,0,Low,1,50,31
2026-01-23 02:00,2,4,0,120,Negombo,Cloudy,0,Low,0,31,52
2026-01-23 03:00,3,4,0,138,Kandy,Rain,1,Low,0,52,37
2026-01-23 04:00,4,4,0,176,Moratuwa,Rain,1,Low,0,37,59
2026-01-23 05:00,5,4,0,101,Dehiwala,Clear,0,Low,0,59,63
2026-01-23 06:00,6,4,0,101,Colombo,Rain,1,High,0,63,257
2026-01-23 07:00,7,4,0,100,Kandy,Rain,1,High,0,257,168
2026-01-23 08:00,8,4,0,176,Negombo,Clear,0,High,0,168,217
2026-01-23 09:00,9,4,0,138,Colombo,Rain,1,High,0,217,190
2026-01-23 10:00,10,4,0,101,Kandy,Cloudy,0,Medium,0,190,121
2026-01-23 11:00,11,4,0,120,Dehiwala,Clear,0,Medium,0,121,126
2026-01-23 12:00,12,4,0,100,Kandy,Rain,1,Medium,0,126,104
2026-01-23 13:00,13,4,0,120,Negombo,Rain,1,Medium,0,104,93
2026-01-23 14:00,14,4,0,100,Moratuwa,Clear,0,Medium,0,93,115
2026-01-23 15:00,15,4,0,138,Colombo,Cloudy,0,Medium,0,115,95
2026-01-23 16:00,16,4,0,100,Dehiwala,Clear,0,High,0,95,162
2026-01-23 17:00,17,4,0,101,Moratuwa,Cloudy,0,High,0,162,143
2026-01-23 18:00,18,4,0,176,Colombo,Cloudy,0,High,0,143,168
2026-01-23 19:00,19,4,0,101,Colombo,Cloudy,0,High,1,168,140
2026-01-23 20:00,20,4,0,100,Dehiwala,Clear,0,Low,0,140,40
2026-01-23 21:00,21,4,0,101,Dehiwala,Rain,1,Low,0,40,40
2026-01-23 22:00,22,4,0,138,Moratuwa,Cloudy,0,Low,0,40,41
2026-01-23 23:00,23,4,0,100,Colombo,Cloudy,0,Low,0,41,58
2026-01-24 00:00,0,5,1,120,Negombo,Rain,1,Low,0,58,40
2026-01-24 01:00,1,5,1,120,Kandy,Rain,1,Low,0,40,65
2026-01-24 02:00,2,5,1,120,Negombo,Clear,0,Low,0,65,37
2026-01-24 03:00,3,5,1,138,Kandy,Clear,0,Low,0,37,29
2026-01-24 04:00,4,5,1,101,Colombo,Clear,0,Low,0,29,53
2026-01-24 05:00,5,5,1,100,Dehiwala,Clear,0,Low,0,53,62
2026-01-24 06:00,6,5,1,120,Colombo,Cloudy,0,High,0,62,100
2026-01-24 07:00,7,5,1,176,Colombo,Clear,0,High,0,100,177
2026-01-24 08:00,8,5,1,120,Negombo,Clear,0,High,0,177,156
2026-01-24 09:00,9,5,1,176,Negombo,Clear,0,High,0,156,142
2026-01-24 10:00,10,5,1,120,Moratuwa,Cloudy,0,Medium,0,142,47
2026-01-24 11:00,11,5,1,138,Dehiwala,Clear,0,Medium,0,47,79
2026-01-24 12:00,12,5,1,101,Moratuwa,Cloudy,0,Medium,0,79,53
2026-01-24 13:00,13,5,1,100,Moratuwa,Rain,1,Medium,0,53,113
2026-01-24 14:00,14,5,1,120,Moratuwa,Cloudy,0,Medium,0,113,77
2026-01-24 15:00,15,5,1,138,Negombo,Clear,0,Medium,0,77,49
2026-01-24 16:00,16,5,1,138,Negombo,Cloudy,0,High,0,49,169
2026-01-24 17:00,17,5,1,176,Kandy,Clear,0,High,0,169,108
2026-01-24 18:00,18,5,1,120,Kandy,Cloudy,0,High,0,108,162
2026-01-24 19:00,19,5,1,138,Moratuwa,Clear,0,High,0,162,139
2026-01-24 20:00,20,5,1,101,Moratuwa,Clear,0,Low,0,139,29
2026-01-24 21:00,21,5,1,138,Kandy,Clear,0,Low,0,29,52
2026-01-24 22:00,22,5,1,176,Colombo,Clear,0,Low,0,52,24
2026-01-24 23:00,23,5,1,101,Moratuwa,Cloudy,0,Low,0,24,52
2026-01-25 00:00,0,6,1,138,Colombo,Rain,1,Low,0,52,70
2026-01-25 01:00,1,6,1,100,Kandy,Clear,0,Low,0,70,61
2026-01-25 02:00,2,6,1,138,Moratuwa,Clear,0,Low,0,61,22
2026-01-25 03:00,3,6,1,101,Moratuwa,Cloudy,0,Low,0,22,26
2026-01-25 04:00,4,6,1,120,Colombo,Clear,0,Low,0,26,51
2026-01-25 05:00,5,6,1,176,Colombo,Clear,0,Low,0,51,27
2026-01-25 06:00,6,6,1,138,Colombo,Clear,0,High,0,27,97
2026-01-25 07:00,7,6,1,176,Colombo,Rain,1,High,0,97,182
2026-01-25 08:00,8,6,1,101,Colombo,Cloudy,0,High,0,182,103
2026-01-25 09:00,9,6,1,138,Moratuwa,Rain,1,High,0,103,155
2026-01-25 10:00,10,6,1,138,Colombo,Cloudy,0,Medium,0,155,67
2026-01-25 11:00,11,6,1,100,Negombo,Cloudy,0,Medium,0,67,87
2026-01-25 12:00,12,6,1,101,Dehiwala,Clear,0,Medium,0,87,62
2026-01-25 13:00,13,6,1,138,Moratuwa,Clear,0,Medium,0,62,63
2026-01-25 14:00,14,6,1,101,Negombo,Clear,0,Medium,0,63,95
2026-01-25 15:00,15,6,1,176,Negombo,Cloudy,0,Medium,0,95,70
2026-01-25 16:00,16,6,1,176,Negombo,Rain,1,High,0,70,138
2026-01-25 17:00,17,6,1,138,Kandy,Rain,1,High,0,138,171
2026-01-25 18:00,18,6,1,100,Colombo,Clear,0,High,0,171,110
2026-01-25 19:00,19,6,1,120,Kandy,Rain,1,High,0,110,156
2026-01-25 20:00,20,6,1,101,Negombo,Clear,0,Low,0,156,29
2026-01-25 21:00,21,6,1,101,Kandy,Clear,0,Low,0,29,40
2026-01-25 22:00,22,6,1,101,Moratuwa,Cloudy,0,Low,0,40,63
2026-01-25 23:00,23,6,1,101,Moratuwa,Clear,0,Low,0,63,38
2026-01-26 00:00,0,0,0,138,Colombo,Rain,1,Low,0,38,69
2026-01-26 01:00,1,0,0,176,Negombo,Clear,0,Low,0,69,57
2026-01-26 02:00,2,0,0,100,Moratuwa,Clear,0,Low,1,57,25
2026-01-26 03:00,3,0,0,138,Colombo,Rain,1,Low,0,25,76
2026-01-26 04:00,4,0,0,138,Kandy,Cloudy,0,Low,0,76,74
2026-01-26 05:00,5,0,0,138,Kandy,Cloudy,0,Low,0,74,37
2026-01-26 06:00,6,0,0,101,Dehiwala,Cloudy,0,High,0,37,191
2026-01-26 07:00,7,0,0,120,Kandy,Rain,1,High,0,191,242
2026-01-26 08:00,8,0,0,120,Dehiwala,Clear,0,High,0,242,200
2026-01-26 09:00,9,0,0,176,Dehiwala,Cloudy,0,High,0,200,201
2026-01-26 10:00,10,0,0,120,Kandy,Clear,0,Medium,0,201,77
2026-01-26 11:00,11,0,0,101,Colombo,Clear,0,Medium,0,77,105
2026-01-26 12:00,12,0,0,120,Colombo,Clear,0,Medium,0,105,110
2026-01-26 13:00,13,0,0,100,Dehiwala,Rain,1,Medium,0,110,64
2026-01-26 14:00,14,0,0,101,Negombo,Cloudy,0,Medium,0,64,96
2026-01-26 15:00,15,0,0,176,Dehiwala,Clear,0,Medium,0,96,78
2026-01-26 16:00,16,0,0,138,Negombo,Cloudy,0,High,0,78,146
2026-01-26 17:00,17,0,0,138,Moratuwa,Rain,1,High,0,146,168
2026-01-26 18:00,18,0,0,138,Colombo,Cloudy,0,High,0,168,130
2026-01-26 19:00,19,0,0,100,Dehiwala,Cloudy,0,High,0,130,170
2026-01-26 20:00,20,0,0,176,Colombo,Cloudy,0,Low,0,170,47
2026-01-26 21:00,21,0,0,120,Moratuwa,Cloudy,0,Low,0,47,82
2026-01-26 22:00,22,0,0,120,Kandy,Rain,1,Low,0,82,66
2026-01-26 23:00,23,0,0,176,Colombo,Clear,0,Low,0,66,55
2026-01-27 00:00,0,1,0,138,Negombo,Cloudy,0,Low,0,55,60
2026-01-27 01:00,1,1,0,120,Kandy,Cloudy,0,Low,0,60,43
2026-01-27 02:00,2,1,0,176,Negombo,Cloudy,0,Low,0,43,72
2026-01-27 03:00,3,1,0,138,Moratuwa,Rain,1,Low,0,72,78
2026-01-27 04:00,4,1,0,101,Moratuwa,Clear,0,Low,0,78,28
2026-01-27 05:00,5,1,0,176,Kandy,Clear,0,Low,0,28,46
2026-01-27 06:00,6,1,0,120,Dehiwala,Cloudy,0,High,0,46,148
2026-01-27 07:00,7,1,0,100,Colombo,Clear,0,High,0,148,133
2026-01-27 08:00,8,1,0,138,Colombo,Clear,0,High,1,133,105
2026-01-27 09:00,9,1,0,120,Colombo,Rain,1,High,0,105,262
2026-01-27 10:00,10,1,0,120,Negombo,Clear,0,Medium,0,262,95
2026-01-27 11:00,11,1,0,176,Dehiwala,Cloudy,0,Medium,0,95,84
2026-01-27 12:00,12,1,0,176,Kandy,Rain,1,Medium,0,84,88
2026-01-27 13:00,13,1,0,100,Negombo,Clear,0,Medium,0,88,107
2026-01-27 14:00,14,1,0,101,Kandy,Clear,0,Medium,0,107,54
2026-01-27 15:00,15,1,0,101,Moratuwa,Clear,0,Medium,0,54,85
2026-01-27 16:00,16,1,0,176,Moratuwa,Clear,0,High,0,85,172
2026-01-27 17:00,17,1,0,120,Moratuwa,Cloudy,0,High,0,172,141
2026-01-27 18:00,18,1,0,176,Kandy,Rain,1,High,0,141,165
2026-01-27 19:00,19,1,0,138,Kandy,Clear,0,High,0,165,221
2026-01-27 20:00,20,1,0,100,Colombo,Cloudy,0,Low,0,221,70
2026-01-27 21:00,21,1,0,176,Colombo,Clear,0,Low,0,70,43
2026-01-27 22:00,22,1,0,100,Negombo,Clear,0,Low,0,43,62
2026-01-27 23:00,23,1,0,100,Dehiwala,Cloudy,0,Low,0,62,60
2026-01-28 00:00,0,2,0,101,Moratuwa,Clear,0,Low,0,60,67
2026-01-28 01:00,1,2,0,138,Kandy,Cloudy,0,Low,0,67,60
2026-01-28 02:00,2,2,0,176,Negombo,Clear,0,Low,0,60,81
2026-01-28 03:00,3,2,0,138,Moratuwa,Clear,0,Low,0,81,66
2026-01-28 04:00,4,2,0,100,Moratuwa,Clear,0,Low,0,66,38
2026-01-28 05:00,5,2,0,176,Colombo,Cloudy,0,Low,0,38,84
2026-01-28 06:00,6,2,0,176,Kandy,Clear,0,High,0,84,204
2026-01-28 07:00,7,2,0,101,Kandy,Cloudy,0,High,0,204,138
2026-01-28 08:00,8,2,0,101,Colombo,Clear,0,High,0,138,199
2026-01-28 09:00,9,2,0,100,Colombo,Rain,1,High,0,199,228
2026-01-28 10:00,10,2,0,100,Colombo,Clear,0,Medium,1,228,67
2026-01-28 11:00,11,2,0,120,Negombo,Clear,0,Medium,0,67,85
2026-01-28 12:00,12,2,0,120,Colombo,Clear,0,Medium,0,85,118
2026-01-28 13:00,13,2,0,138,Negombo,Clear,0,Medium,0,118,79
2026-01-28 14:00,14,2,0,120,Kandy,Cloudy,0,Medium,0,79,97
2026-01-28 15:00,15,2,0,100,Colombo,Clear,0,Medium,0,97,95
2026-01-28 16:00,16,2,0,176,Kandy,Clear,0,High,0,95,182
2026-01-28 17:00,17,2,0,120,Kandy,Cloudy,0,High,0,182,121
2026-01-28 18:00,18,2,0,101,Kandy,Clear,0,High,0,121,167
2026-01-28 19:00,19,2,0,101,Moratuwa,Clear,0,High,0,167,189
2026-01-28 20:00,20,2,0,100,Moratuwa,Cloudy,0,Low,0,189,36
2026-01-28 21:00,21,2,0,100,Moratuwa,Rain,1,Low,0,36,72
2026-01-28 22:00,22,2,0,101,Colombo,Cloudy,0,Low,0,72,71
2026-01-28 23:00,23,2,0,138,Dehiwala,Clear,0,Low,0,71,32
2026-01-29 00:00,0,3,0,176,Dehiwala,Clear,0,Low,1,32,51
2026-01-29 01:00,1,3,0,138,Dehiwala,Clear,0,Low,0,51,62
2026-01-29 02:00,2,3,0,101,Negombo,Rain,1,Low,0,62,72
2026-01-29 03:00,3,3,0,120,Negombo,Clear,0,Low,0,72,52
2026-01-29 04:00,4,3,0,101,Dehiwala,Rain,1,Low,0,52,76
2026-01-29 05:00,5,3,0,120,Colombo,Cloudy,0,Low,0,76,67
2026-01-29 06:00,6,3,0,120,Kandy,Clear,0,High,0,67,224
2026-01-29 07:00,7,3,0,100,Kandy,Cloudy,0,High,0,224,179
2026-01-29 08:00,8,3,0,101,Colombo,Cloudy,0,High,0,179,222
2026-01-29 09:00,9,3,0,138,Moratuwa,Clear,0,High,0,222,135
2026-01-29 10:00,10,3,0,101,Moratuwa,Rain,1,Medium,0,135,136
2026-01-29 11:00,11,3,0,120,Dehiwala,Clear,0,Medium,1,136,84
2026-01-29 12:00,12,3,0,176,Negombo,Cloudy,0,Medium,0,84,91
2026-01-29 13:00,13,3,0,100,Kandy,Clear,0,Medium,0,91,58
2026-01-29 14:00,14,3,0,100,Kandy,Clear,0,Medium,0,58,70
2026-01-29 15:00,15,3,0,101,Moratuwa,Clear,0,Medium,0,70,62
2026-01-29 16:00,16,3,0,100,Dehiwala,Rain,1,High,1,62,122
2026-01-29 17:00,17,3,0,100,Moratuwa,Clear,0,High,0,122,164
